Crime_ID	Crime_Type	Crime_Severity	Datetime	Address	Neighborhood	City	State	Postal_Code	Latitude	Longitude	Police_Beat	Victim_Age	Victim_Gender	Ethnicity	Offender_Age	Offender_Gender	Ethnicity	Relationship	Weapon_Used	Location_Type	Reported_To_Police	Case_Status	Arrest_Made	Domestic_Case	Gang_Related
2093	Drug Possession	high	01.04.2024 6:50	401 Maple St	Central	Liberty Town	NY	10011	40.7128	-74.0060	101	28	Female	Black	31	Male	Black	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
2094	Drug Trafficking	medium	15.05.2024 18:33	402 Oak Ave	Riverside	Liberty Town	NY	10012	40.7150	-74.0150	102	23	Male	White	26	Male	White	Stranger	Knife	Park	No	Open	No	Yes	No
2095	Domestic Violence	low	28.05.2024 3:21	403 Pine Rd	Uptown	Liberty Town	NY	10013	40.7200	-74.0005	103				40	Male	Hispanic	Stranger	None	Street	Yes	Closed	Yes	No	No
2096	Sexual Assault	medium	11.06.2024 12:11	404 Cedar Blvd	East End	Liberty Town	NY	10014	40.7255	-74.0120	104	30	Male	Black	33	Male	Black	Acquaintance	Gun	Home	Yes	Open	No	No	Yes
2097	Rape	low	19.06.2024 23:08	405 Birch Ln	West Side	Liberty Town	NY	10015	40.7300	-74.0085	105	25	Female	White	28	Male	White	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
2098	Human Trafficking	medium	02.07.2024 7:44	406 Spruce St	Downtown	Liberty Town	NY	10016	40.7350	-74.0020	106				39	Male	Asian	Stranger	Blunt Object	Street	No	Open	Yes	Yes	No
2099	Stalking	high	30.07.2024 16:55	407 Elm Ave	Harborview	Liberty Town	NY	10017	40.7405	-74.0105	107	32	Female	Black	34	Male	Black	Stranger	None	Park	Yes	Closed	Yes	Yes	Yes
2100	Cybercrime	low	08.08.2024 10:27	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108	26	Male	White	29	Male	White	Acquaintance	Knife	Home	Yes	Arrested	Yes	No	No
2101	Identity Theft	high	21.08.2024 22:13	409 Chestnut Blvd	Old Town	Liberty Town	NY	10019	40.7500	-74.0075	109	25	Female	White	27	Male	White	Stranger	Knife	Street	Yes	Open	No	No	Yes
2102	Bribery	medium	04.09.2024 5:37	410 Aspen Ln	Midtown	Liberty Town	NY	10020	40.7550	-74.0030	110				27	Male	White	Stranger	None	Home	Yes	Closed	Yes	No	No
2103	Extortion	low	14.09.2024 14:49	411 Maple St	Central	Hill City	NJ	7011	40.7350	-74.1724	111	34	Male	Black	31	Male	Black	Acquaintance	Gun	Business	Yes	Arrested	No	Yes	No
2104	Public Intoxication	medium	25.09.2024 19:31	412 Oak Ave	Riverside	Hill City	NJ	7012	40.7380	-74.1700	112	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Park	No	Open	Yes	No	Yes
2105	Disorderly Conduct	low	03.10.2024 1:22	413 Pine Rd	Uptown	Hill City	NJ	7013	40.7405	-74.1685	113				24	Female	White	Stranger	Blunt Object	Street	Yes	Closed	No	No	No
2106	Trespassing	medium	12.10.2024 13:55	414 Cedar Blvd	East End	Hill City	NJ	7014	40.7428	-74.1660	114				22	Female	White	Acquaintance	None	Home	Yes	Open	Yes	No	No
2107	Weapons Violation	high	27.10.2024 20:44	415 Birch Ln	West Side	Hill City	NJ	7015	40.7450	-74.1642	115	42	Male	Asian	40	Male	Asian	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	Yes
2108	Hate Crime	low	06.11.2024 9:12	416 Spruce St	Downtown	Hill City	NJ	7016	40.7475	-74.1620	116				22	Male	Black	Stranger	Gun	Street	No	Open	Yes	Yes	No
2109	Gang-Related Crime	high	18.11.2024 23:58	417 Elm Ave	Harborview	Hill City	NJ	7017	40.7500	-74.1600	117				24	Male	Hispanic	Acquaintance	None	Park	Yes	Closed	Yes	No	Yes
2110	Traffic Violations	medium	29.11.2024 7:46	418 Willow Rd	Greenfield	Hill City	NJ	7018	40.7525	-74.1580	118				22	Female	White	Stranger	Blunt Object	Home	Yes	Arrested	No	No	No
2111	DUI / DWI	low	09.12.2024 15:29	419 Chestnut Blvd	Old Town	Hill City	NJ	7019	40.7550	-74.1560	119	28	Female	White	35	Male	White	Stranger	Knife	Street	Yes	Open	Yes	No	No
2112	Animal Cruelty	medium	22.12.2024 21:18	420 Aspen Ln	Midtown	Hill City	NJ	7020	40.7575	-74.1540	120	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Home	Yes	Closed	No	Yes	Yes
2113	Illegal Gambling	low	31.12.2024 3:03	421 Maple St	Central	Oceanview	CA	90011	34.0522	-118.2437	121	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Gun	Business	Yes	Arrested	Yes	No	No
2114	Counterfeiting	medium	13.01.2024 18:42	422 Oak Ave	Riverside	Oceanview	CA	90012	34.0550	-118.2400	122				29	Male	Asian	Stranger	None	Park	No	Open	No	No	No
2115	Smuggling	high	26.01.2024 12:33	423 Pine Rd	Uptown	Oceanview	CA	90013	34.0575	-118.2380	123				23	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	Yes
2116	Prostitution	low	07.02.2024 8:44	424 Cedar Blvd	East End	Oceanview	CA	90014	34.0600	-118.2350	124				33	Female	Hispanic	Stranger	None	Home	Yes	Open	Yes	Yes	No
2117	Blackmail	high	20.02.2024 19:55	425 Birch Ln	West Side	Oceanview	CA	90015	34.0625	-118.2320	125	45	Male	White	50	Male	White	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	Yes
2118	Kidnapping for Ransom	medium	04.03.2024 5:21	426 Spruce St	Downtown	Oceanview	CA	90016	34.0650	-118.2300	126	37	Female	Black	36	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	No
2119	Cyberbullying	low	15.03.2024 11:39	427 Elm Ave	Harborview	Oceanview	CA	90017	34.0675	-118.2270	127	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Park	Yes	Closed	No	No	No
2120	Child Abuse	medium	28.03.2024 22:50	428 Willow Rd	Greenfield	Oceanview	CA	90018	34.0700	-118.2250	128				32	Male	Hispanic	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	Yes
2121	Theft	low	09.04.2024 6:17	429 Chestnut Blvd	Old Town	Oceanview	CA	90019	34.0725	-118.2220	129	25	Female	White	27	Male	White	Stranger	Knife	Street	Yes	Open	No	Yes	No
2122	Burglary	medium	23.04.2024 16:25	430 Aspen Ln	Midtown	Oceanview	CA	90020	34.0750	-118.2200	130	34	Male	Black	31	Male	Black	Acquaintance	None	Home	Yes	Closed	Yes	No	No
2123	Robbery	high	05.05.2024 1:11	431 Maple St	Central	Summit City	TX	75011	32.7767	-96.7970	131	19	Female	Hispanic	22	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
2124	Assault	low	18.05.2024 14:48	432 Oak Ave	Riverside	Summit City	TX	75012	32.7790	-96.7950	132				25	Male	Asian	Domestic Partner	None	Park	No	Open	Yes	No	No
2125	Aggravated Assault	high	30.05.2024 20:37	433 Pine Rd	Uptown	Summit City	TX	75013	32.7815	-96.7930	133	28	Female	White	35	Male	Black	Stranger	Knife	Street	Yes	Closed	Yes	Yes	Yes
2126	Homicide	medium	11.06.2024 9:56	434 Cedar Blvd	East End	Summit City	TX	75014	32.7840	-96.7900	134	31	Male	Black	29	Male	Hispanic	Acquaintance	Gun	Home	Yes	Open	Yes	Yes	No
2127	Manslaughter	low	24.06.2024 23:41	435 Birch Ln	West Side	Summit City	TX	75015	32.7865	-96.7880	135	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
2128	Kidnapping	medium	06.07.2024 4:29	436 Spruce St	Downtown	Summit City	TX	75016	32.7890	-96.7860	136	45	Male	White	50	Male	White	Stranger	Blunt Object	Street	No	Open	No	No	Yes
2129	Arson	low	19.07.2024 17:08	437 Elm Ave	Harborview	Summit City	TX	75017	32.7915	-96.7840	137	37	Female	Black	36	Male	Black	Acquaintance	Knife	Park	Yes	Closed	Yes	No	No
2130	Vandalism	medium	02.08.2024 12:55	438 Willow Rd	Greenfield	Summit City	TX	75018	32.7940	-96.7820	138	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Home	Yes	Arrested	No	Yes	No
2131	Fraud	high	15.08.2024 21:33	439 Chestnut Blvd	Old Town	Summit City	TX	75019	32.7965	-96.7800	139				24	Male	Black	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
2132	Embezzlement	low	27.08.2024 7:44	440 Aspen Ln	Midtown	Summit City	TX	75020	32.7990	-96.7780	140				35	Male	Asian	Acquaintance	None	Home	Yes	Closed	No	No	No
2133	Drug Possession	high	10.09.2024 18:11	441 Maple St	Central	Sunshine City	FL	33111	25.7617	-80.1918	141	26	Female	Black	28	Female	Black	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
2134	Drug Trafficking	medium	22.09.2024 23:50	442 Oak Ave	Riverside	Sunshine City	FL	33112	25.7640	-80.1890	142	39	Male	White	42	Male	White	Stranger	None	Park	No	Open	Yes	Yes	No
2135	Domestic Violence	low	04.10.2024 5:18	443 Pine Rd	Uptown	Sunshine City	FL	33113	25.7665	-80.1860	143	30	Female	Hispanic	31	Male	Hispanic	Stranger	Knife	Street	Yes	Closed	Yes	Yes	No
2136	Sexual Assault	medium	16.10.2024 13:39	444 Cedar Blvd	East End	Sunshine City	FL	33114	25.7690	-80.1830	144				27	Male	Black	Acquaintance	Knife	Home	Yes	Open	Yes	No	Yes
2137	Rape	low	29.10.2024 19:28	445 Birch Ln	West Side	Sunshine City	FL	33115	25.7715	-80.1800	145	27	Female	Asian	29	Male	Asian	Domestic Partner	None	Business	Yes	Arrested	No	No	No
2138	Human Trafficking	medium	10.11.2024 8:14	446 Spruce St	Downtown	Sunshine City	FL	33116	25.7740	-80.1770	146	36	Male	White	40	Male	Black	Stranger	Gun	Street	No	Open	Yes	No	No
2139	Stalking	high	23.11.2024 22:45	447 Elm Ave	Harborview	Sunshine City	FL	33117	25.7765	-80.1740	147	23	Female	Hispanic	25	Female	Hispanic	Stranger	None	Park	Yes	Closed	No	Yes	Yes
2140	Cybercrime	low	05.12.2024 3:33	448 Willow Rd	Greenfield	Sunshine City	FL	33118	25.7790	-80.1710	148				44	Male	Black	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	No	No
2141	Identity Theft	high	18.12.2024 15:22	449 Chestnut Blvd	Old Town	Sunshine City	FL	33119	25.7815	-80.1680	149				30	Male	White	Stranger	None	Street	Yes	Open	No	No	Yes
2142	Bribery	medium	30.12.2024 20:59	450 Aspen Ln	Midtown	Sunshine City	FL	33120	25.7840	-80.1650	150	32	Male	Asian	35	Male	Asian	Acquaintance	Knife	Home	Yes	Closed	Yes	No	No
2143	Extortion	low	01.01.2024 8:52	455 Birch Ln	West Side	Pine City	CO	80215	39.7470	-104.9820	155	25	Female	Black	27	Male	Black	Domestic Partner	Gun	Business	Yes	Arrested	Yes	Yes	No
2144	Public Intoxication	medium	29.04.2024 4:49	451 Maple St	Central	Pine City	CO	80211	39.7392	-104.9903	151	38	Male	White	41	Male	White	Stranger	None	Park	No	Open	Yes	Yes	Yes
2145	Disorderly Conduct	low	01.01.2024 5:51	452 Oak Ave	Riverside	Pine City	CO	80212	39.7410	-104.9880	152				31	Male	Hispanic	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	No
2146	Trespassing	medium	17.11.2024 8:10	453 Pine Rd	Uptown	Pine City	CO	80213	39.7430	-104.9860	153	22	Male	Black	24	Male	Black	Acquaintance	Knife	Home	Yes	Open	No	No	No
2147	Weapons Violation	high	21.01.2024 10:04	454 Cedar Blvd	East End	Pine City	CO	80214	39.7450	-104.9840	154	27	Female	White	30	Male	White	Domestic Partner	None	Business	Yes	Arrested	Yes	No	Yes
2148	Hate Crime	low	15.05.2024 19:37	455 Birch Ln	West Side	Pine City	CO	80215	39.7470	-104.9820	155	35	Male	Asian	38	Male	Asian	Stranger	Gun	Street	No	Open	No	Yes	No
2149	Gang-Related Crime	high	27.01.2024 0:41	456 Spruce St	Downtown	Pine City	CO	80216	39.7490	-104.9800	156				33	Male	Black	Stranger	None	Park	Yes	Closed	Yes	No	Yes
2150	Traffic Violations	medium	01.05.2024 18:08	457 Elm Ave	Harborview	Pine City	CO	80217	39.7510	-104.9780	157				28	Male	White	Acquaintance	Blunt Object	Home	Yes	Arrested	No	No	No
2151	DUI / DWI	low	26.04.2024 4:37	458 Willow Rd	Greenfield	Pine City	CO	80218	39.7530	-104.9760	158	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	None	Street	Yes	Open	Yes	No	No
2152	Animal Cruelty	medium	24.02.2024 6:46	459 Chestnut Blvd	Old Town	Pine City	CO	80219	39.7550	-104.9740	159	40	Male	Black	42	Male	Black	Stranger	Knife	Home	Yes	Closed	Yes	Yes	Yes
2153	Illegal Gambling	low	19.03.2024 8:55	460 Aspen Ln	Midtown	Pine City	CO	80220	39.7570	-104.9720	160	29	Female	White	31	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	No
2154	Counterfeiting	medium	01.01.2024 8:52	461 Maple St	Central	Riverbend	MN	55101	44.9778	-93.2650	161	34	Male	Asian	37	Male	Asian	Acquaintance	None	Park	No	Open	Yes	No	No
2155	Smuggling	high	29.04.2024 4:49	462 Oak Ave	Riverside	Riverbend	MN	55102	44.9800	-93.2620	162	28	Female	Black	30	Male	Black	Domestic Partner	Blunt Object	Street	Yes	Closed	No	No	Yes
2156	Prostitution	low	01.01.2024 5:51	463 Pine Rd	Uptown	Riverbend	MN	55103	44.9825	-93.2600	163				25	Male	White	Stranger	Knife	Home	Yes	Open	Yes	No	No
2157	Blackmail	high	17.11.2024 8:10	464 Cedar Blvd	East End	Riverbend	MN	55104	44.9850	-93.2570	164				40	Male	Hispanic	Stranger	None	Business	Yes	Arrested	No	Yes	Yes
2158	Kidnapping for Ransom	medium	21.01.2024 10:04	465 Birch Ln	West Side	Riverbend	MN	55105	44.9875	-93.2550	165				33	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	No
2159	Cyberbullying	low	15.05.2024 19:37	466 Spruce St	Downtown	Riverbend	MN	55106	44.9900	-93.2530	166	25	Female	White	27	Male	White	Domestic Partner	None	Park	Yes	Closed	No	No	No
2160	Child Abuse	medium	27.01.2024 0:41	467 Elm Ave	Harborview	Riverbend	MN	55107	44.9925	-93.2510	167	36	Male	Asian	38	Male	Asian	Stranger	Knife	Home	Yes	Arrested	Yes	No	Yes
2161	Theft	low	01.05.2024 18:08	468 Willow Rd	Greenfield	Riverbend	MN	55108	44.9950	-93.2490	168	31	Female	Black	33	Male	Black	Stranger	Gun	Street	Yes	Open	Yes	Yes	No
2162	Burglary	medium	01.01.2024 8:52	469 Chestnut Blvd	Old Town	Riverbend	MN	55109	44.9975	-93.2470	169	27	Male	White	30	Male	White	Acquaintance	None	Home	Yes	Closed	Yes	Yes	No
2163	Robbery	high	29.04.2024 4:49	470 Aspen Ln	Midtown	Riverbend	MN	55110	45.0000	-93.2450	170				26	Female	Hispanic	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
2164	Assault	low	01.01.2024 5:51	471 Maple St	Central	Bayview	OR	97001	45.5051	-122.6750	171				45	Male	Black	Stranger	Knife	Park	No	Open	No	No	No
2165	Aggravated Assault	high	17.11.2024 8:10	472 Oak Ave	Riverside	Bayview	OR	97002	45.5070	-122.6720	172	29	Female	White	32	Male	White	Stranger	None	Street	Yes	Closed	Yes	No	Yes
2166	Homicide	medium	21.01.2024 10:04	473 Pine Rd	Uptown	Bayview	OR	97003	45.5095	-122.6700	173	33	Male	Asian	36	Male	Asian	Acquaintance	Gun	Home	Yes	Open	No	Yes	No
2167	Manslaughter	low	15.05.2024 19:37	474 Cedar Blvd	East End	Bayview	OR	97004	45.5120	-122.6670	174	28	Female	Black	31	Male	Black	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
2168	Kidnapping	medium	27.01.2024 0:41	475 Birch Ln	West Side	Bayview	OR	97005	45.5145	-122.6650	175	23	Male	White	26	Male	White	Stranger	Blunt Object	Street	No	Open	No	No	Yes
2169	Arson	low	01.05.2024 18:08	476 Spruce St	Downtown	Bayview	OR	97006	45.5170	-122.6630	176				40	Male	Hispanic	Stranger	None	Park	Yes	Closed	Yes	No	No
2170	Vandalism	medium	26.04.2024 4:37	477 Elm Ave	Harborview	Bayview	OR	97007	45.5195	-122.6610	177	30	Male	Black	33	Male	Black	Acquaintance	Knife	Home	Yes	Arrested	Yes	Yes	No
2171	Fraud	high	24.02.2024 6:46	478 Willow Rd	Greenfield	Bayview	OR	97008	45.5220	-122.6590	178	25	Female	White	28	Male	White	Domestic Partner	Knife	Street	Yes	Open	Yes	Yes	Yes
2172	Embezzlement	low	03.01.2024 14:23	479 Chestnut Blvd	Old Town	Bayview	OR	97009	45.5245	-122.6570	179				39	Male	Asian	Stranger	None	Home	Yes	Closed	Yes	No	No
2173	Drug Possession	high	17.02.2024 9:12	480 Aspen Ln	Midtown	Bayview	OR	97010	45.5270	-122.6550	180	32	Female	Black	34	Male	Black	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
2174	Drug Trafficking	medium	25.03.2024 22:45	481 Maple St	Central	Meadowbrook	PA	19001	40.0150	-75.1890	181	26	Male	White	29	Male	White	Acquaintance	None	Park	No	Open	Yes	No	No
2175	Domestic Violence	low	08.04.2024 6:58	482 Oak Ave	Riverside	Meadowbrook	PA	19002	40.0175	-75.1860	182	25	Female	White	27	Male	White	Stranger	Blunt Object	Street	Yes	Closed	No	Yes	No
2176	Sexual Assault	medium	19.05.2024 18:30	483 Pine Rd	Uptown	Meadowbrook	PA	19003	40.0200	-75.1840	183				27	Male	White	Stranger	None	Home	Yes	Open	Yes	No	Yes
2177	Rape	low	02.06.2024 11:15	484 Cedar Blvd	East End	Meadowbrook	PA	19004	40.0225	-75.1820	184	34	Male	Black	31	Male	Black	Acquaintance	Knife	Business	Yes	Arrested	No	No	No
2178	Human Trafficking	medium	14.07.2024 23:50	485 Birch Ln	West Side	Meadowbrook	PA	19005	40.0250	-75.1800	185	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	Gun	Street	No	Open	Yes	No	No
2179	Stalking	high	28.08.2024 7:40	486 Spruce St	Downtown	Meadowbrook	PA	19006	40.0275	-75.1780	186				24	Female	White	Stranger	None	Park	Yes	Closed	Yes	Yes	Yes
2180	Cybercrime	low	11.10.2024 16:05	487 Elm Ave	Harborview	Meadowbrook	PA	19007	40.0300	-75.1760	187				22	Female	White	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	Yes	No
2181	Identity Theft	high	30.12.2024 20:22	488 Willow Rd	Greenfield	Meadowbrook	PA	19008	40.0325	-75.1740	188	42	Male	Asian	40	Male	Asian	Stranger	Knife	Street	Yes	Open	Yes	No	Yes
2182	Bribery	medium	12.01.2024 8:42	489 Chestnut Blvd	Old Town	Meadowbrook	PA	19009	40.0350	-75.1720	189				22	Male	Black	Stranger	None	Home	Yes	Closed	No	No	No
2183	Extortion	low	03.03.2024 21:17	490 Aspen Ln	Midtown	Meadowbrook	PA	19010	40.0375	-75.1700	190				24	Male	Hispanic	Acquaintance	Gun	Business	Yes	Arrested	Yes	No	No
2184	Public Intoxication	medium	27.05.2024 14:05	491 Maple St	Central	Highland Park	MI	48001	42.4668	-83.1499	191				22	Female	White	Stranger	None	Park	No	Open	No	Yes	Yes
2185	Disorderly Conduct	low	15.07.2024 2:33	492 Oak Ave	Riverside	Highland Park	MI	48002	42.4690	-83.1470	192	28	Female	White	35	Male	White	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	No
2186	Trespassing	medium	09.09.2024 19:48	493 Pine Rd	Uptown	Highland Park	MI	48003	42.4715	-83.1450	193	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Home	Yes	Open	No	No	No
2187	Weapons Violation	high	21.10.2024 11:12	494 Cedar Blvd	East End	Highland Park	MI	48004	42.4740	-83.1430	194	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Business	Yes	Arrested	Yes	No	Yes
2188	Hate Crime	low	30.06.2024 23:55	495 Birch Ln	West Side	Highland Park	MI	48005	42.4765	-83.1410	195				29	Male	Asian	Stranger	Gun	Street	No	Open	Yes	Yes	No
2189	Gang-Related Crime	high	08.04.2024 16:28	496 Spruce St	Downtown	Highland Park	MI	48006	42.4790	-83.1390	196				23	Male	Black	Acquaintance	None	Park	Yes	Closed	Yes	Yes	Yes
2190	Traffic Violations	medium	17.11.2024 5:03	497 Elm Ave	Harborview	Highland Park	MI	48007	42.4815	-83.1370	197				33	Female	Hispanic	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
2191	DUI / DWI	low	25.12.2024 13:47	498 Willow Rd	Greenfield	Highland Park	MI	48008	42.4840	-83.1350	198	45	Male	White	50	Male	White	Stranger	Knife	Street	Yes	Open	No	No	No
2192	Animal Cruelty	medium	05.01.2024 14:23	499 Chestnut Blvd	Old Town	Highland Park	MI	48009	42.4865	-83.1330	199	37	Female	Black	36	Male	Black	Acquaintance	None	Home	Yes	Closed	Yes	No	Yes
2193	Illegal Gambling	low	17.02.2024 9:15	500 Aspen Ln	Midtown	Highland Park	MI	48010	42.4890	-83.1310	200	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	Yes	No
2194	Counterfeiting	medium	23.03.2024 21:42	499 Chestnut Blvd	Old Town	Highland Park	MI	48009	42.4865	-83.1330	199				32	Male	Hispanic	Stranger	None	Park	No	Open	Yes	No	No
2195	Smuggling	high	01.04.2024 6:50	551 Maple St	Central	Lakeview	NY	10021	40.7160	-73.9970	201	25	Female	White	27	Male	White	Stranger	Knife	Street	Yes	Closed	No	No	Yes
2196	Prostitution	low	15.05.2024 18:33	552 Oak Ave	Riverside	Lakeview	NY	10022	40.7185	-73.9950	202	34	Male	Black	31	Male	Black	Acquaintance	Gun	Home	Yes	Open	Yes	No	No
2197	Blackmail	high	28.05.2024 3:21	553 Pine Rd	Uptown	Lakeview	NY	10023	40.7210	-73.9925	203	19	Female	Hispanic	22	Male	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	Yes	Yes
2198	Kidnapping for Ransom	medium	11.06.2024 12:11	554 Cedar Blvd	East End	Lakeview	NY	10024	40.7235	-73.9900	204	25	Female	White	27	Male	White	Stranger	Blunt Object	Street	No	Open	Yes	Yes	No
2199	Cyberbullying	low	19.06.2024 23:08	555 Birch Ln	West Side	Lakeview	NY	10025	40.7260	-73.9875	205				27	Male	White	Stranger	Knife	Park	Yes	Closed	Yes	No	No
2200	Child Abuse	medium	02.07.2024 7:44	556 Spruce St	Downtown	Lakeview	NY	10026	40.7285	-73.9850	206	34	Male	Black	31	Male	Black	Acquaintance	None	Home	Yes	Arrested	No	No	Yes
2201	Theft	low	30.07.2024 16:55	557 Elm Ave	Harborview	Lakeview	NY	10027	40.7310	-73.9825	207	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	Gun	Street	Yes	Open	Yes	No	No
2202	Burglary	medium	08.08.2024 10:27	558 Willow Rd	Greenfield	Lakeview	NY	10028	40.7335	-73.9800	208				24	Female	White	Stranger	None	Home	Yes	Closed	No	Yes	No
2203	Robbery	high	21.08.2024 22:13	559 Chestnut Blvd	Old Town	Lakeview	NY	10029	40.7360	-73.9775	209				22	Female	White	Acquaintance	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
2204	Assault	low	04.09.2024 5:37	560 Aspen Ln	Midtown	Lakeview	NY	10030	40.7385	-73.9750	210	42	Male	Asian	40	Male	Asian	Stranger	None	Park	No	Open	No	No	No
2205	Aggravated Assault	high	14.09.2024 14:49	561 Maple St	Central	Crestwood	NJ	7021	40.7400	-74.1700	211				22	Male	Black	Stranger	Knife	Street	Yes	Closed	Yes	No	Yes
2206	Homicide	medium	25.09.2024 19:31	562 Oak Ave	Riverside	Crestwood	NJ	7022	40.7425	-74.1675	212				24	Male	Hispanic	Acquaintance	Knife	Home	Yes	Open	Yes	Yes	No
2207	Manslaughter	low	03.10.2024 1:22	563 Pine Rd	Uptown	Crestwood	NJ	7023	40.7450	-74.1650	213				22	Female	White	Stranger	None	Business	Yes	Arrested	Yes	Yes	No
2208	Kidnapping	medium	12.10.2024 13:55	564 Cedar Blvd	East End	Crestwood	NJ	7024	40.7475	-74.1625	214	28	Female	White	35	Male	White	Stranger	Gun	Street	No	Open	Yes	No	Yes
2209	Arson	low	27.10.2024 20:44	565 Birch Ln	West Side	Crestwood	NJ	7025	40.7500	-74.1600	215	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Park	Yes	Closed	No	No	No
2210	Vandalism	medium	06.11.2024 9:12	566 Spruce St	Downtown	Crestwood	NJ	7026	40.7525	-74.1575	216	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	No
2211	Fraud	high	18.11.2024 23:58	567 Elm Ave	Harborview	Crestwood	NJ	7027	40.7550	-74.1550	217				29	Male	Asian	Stranger	None	Street	Yes	Open	No	Yes	Yes
2212	Embezzlement	low	29.11.2024 7:46	568 Willow Rd	Greenfield	Crestwood	NJ	7028	40.7575	-74.1525	218				23	Male	Black	Acquaintance	Knife	Home	Yes	Closed	Yes	No	No
2213	Drug Possession	high	09.12.2024 15:29	569 Chestnut Blvd	Old Town	Crestwood	NJ	7029	40.7600	-74.1500	219				33	Female	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
2214	Drug Trafficking	medium	22.12.2024 21:18	570 Aspen Ln	Midtown	Crestwood	NJ	7030	40.7625	-74.1475	220	45	Male	White	50	Male	White	Stranger	None	Park	No	Open	Yes	No	No
2215	Domestic Violence	low	31.12.2024 3:03	571 Maple St	Central	Greenfield	IL	60021	41.8800	-87.6300	221	37	Female	Black	36	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	Yes	No
2216	Sexual Assault	medium	13.01.2024 18:42	572 Oak Ave	Riverside	Greenfield	IL	60022	41.8825	-87.6275	222	29	Male	Hispanic	32	Male	Hispanic	Stranger	Knife	Home	Yes	Open	Yes	Yes	Yes
2217	Rape	low	26.01.2024 12:33	573 Pine Rd	Uptown	Greenfield	IL	60023	41.8850	-87.6250	223				32	Male	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	No	No
